title;alias;type;catid;short_description;description;geodata;latitude;longitude;geo_x;geo_y;geo_z;zoom;address;addr_no;addr_addinfo;zip_code;city;region;country;phone;url;email;additional_fields;image;icons;published;created;modified
WC L'Osteria SchwanthalerhÃ¶he;wc-l-osteria-schwanthalerhoehe;toilet;206;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;<p>Der Haupteingang zum Lokal ist barrierefrei durch eine AutomatikschiebetÃ¼r mit 200 cm Breite, dann durch einen Windfang (100x200 cm) und eine weitereÂ  TÃ¼r die nach auÃŸen auf 97 cm Ã¶ffnet und rechts angeschlagen ist.</p>;1;481.374.519;115.475.617;41.656.022.299.088;851.102.994.419;47.447.890.105.957;14;Schwanthalerstr.;111;;80339;MÃ¼nchen;;DE;089 59 97 61 16;;;"{""wc_shortname"":""loster3WC1"",""wc_plan"":""loster3WC1"",""wc_fotos"":"""",""wc_location"":""<p>Egal aus welcher Richtung man zum Forum Schwanthalerh\u00f6he kommt, zuerst muss man eine lange Rampe hoch. Am besten nimmt man die DIN-gerechte Rampe an der Schwanthalersta\u00dfe, mit Handlauf auf beiden Seiten.<\/p>"",""wc_ramp_length"":""30"",""wc_ramp_incline"":""6"",""wc_infos"":""<p>Das behindertengerechte, bzw. rollstuhlgerechte WC ist auf der Ebene des Lokals, bei den anderen WCs.<\/p>"",""wc_easy"":""Die Toilette ist okay. \r\nIm Raum steht ein Wickeltisch auf R\u00e4dern. \r\nMan kann ihn rausschieben lassen."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Das Waschbecken, links von der T\u00fcr, ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel mit einem Griff in 115 cm H\u00f6he, an dem der Kippwinkel ver\u00e4ndert werden kann.<\/p>"",""wc_seat"":""45"",""wc_accessleft"":""94"",""wc_accessright"":""92"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Die Sp\u00fclung kann hinter dem WC-Becken in 80 cm H\u00f6he und im rechten B\u00fcgel ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt links eine Notrufschnur bis auf 80 cm \u00fcber dem Boden. <br \/>Im Raum steht ein mobiler Wickeltisch, der bei Bedarf rausgeschoben werden kann.<\/p>""}";"{""image_small"":""images\/wc-gm\/loster3WC1f1.jpg"",""image"":""images\/wc-header\/loster3WC1f1q.jpg"",""alt"":"""",""caption"":""Ansicht Sanit\u00e4rraum mit WC-Becken, Wickelkommode und Waschbeckenanschnitt. "",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""7"",""3"":""11""}";1;;21/08/2021 17:43
WC L'Osteria Brunnthal;wc-l-osteria-brunnthal;toilet;212;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;Der Haupteingang zum Lokal ist barrierefrei durch eine DoppelflÃ¼geltÃ¼r, die auf 2x85 cm Breite nach auÃŸen Ã¶ffnet, dann durch einen Windfang nach rechts ums Eck und eine weitereÂ  TÃ¼r die nach auÃŸen auf 110 cm Ã¶ffnet und links angeschlagen ist.;1;48.042.506;116.648.203;4.171.546.254.502;86.121.485.620.461;47.377.369.933.337;14;Eugen-SÃ¤nger-Ring;3;;85649;Brunnthal;;DE;089 6 38 79 12 81;;;"{""wc_shortname"":""loster4WC1"",""wc_plan"":""loster4WC1"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das behindertengerechte, bzw. rollstuhlgerechte WC ist im Erdgeschoss, die anderen WCs sind oben."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""95"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken, links von der T\u00fcr, ist auf 68 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel mit einer Kurbel in 115 cm H\u00f6he, an der der Kippwinkel ver\u00e4ndert werden kann.<br \/>Rechts neben dem Waschbecken h\u00e4ngt eine Notrufschnur bis 10 cm \u00fcber dem Boden. Licht und Wasser werden per Bewegungssensor geschaltet."",""wc_seat"":""46"",""wc_accessleft"":""90"",""wc_accessright"":""105"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann hinter dem WC-Becken in 102 cm H\u00f6he ausgel\u00f6st werden.""}";"{""image_small"":""images\/wc-gm\/loster4WC1-f1.jpg"",""image"":""images\/wc-header\/loster4WC1-f1q.jpg"",""alt"":"""",""caption"":""Ansicht Sanit\u00e4rraum mit WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""11""}";1;;19/11/2019 14:34
WC Kentucky Fried Chicken Brunnthal;wc-kentucky-fried-chicken-brunnthal;toilet;212;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;<p>Am Haupteingang ist eine Schwelle von 1 cm. Die EingangstÃ¼r Ã¶ffnet nach auÃŸen auf 100 cm und ist links angeschlagen. Danach kommt man durch einen Windfang (150x150 cm) und eine weitere TÃ¼r mit 100 cm breite. Sie schwingt nach innen und nach auÃŸen auf. An beiden TÃ¼ren sind durchgehende Haltestangen.</p>;1;480.396.075;116.645.159;41.717.855.492.318;86.124.115.013.467;4.737.521.505.232;14;Eugen-SÃ¤nger-Ring;27;;85649;Brunnthal;;DE;089 66 56 02 88;;;"{""wc_shortname"":""kentuc4WC1"",""wc_plan"":""kentuc4WC1"",""wc_fotos"":""kentuc4WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das behindertengerechte, bzw. rollstuhlgerechte WC ist im Erdgeschoss.<\/p>"",""wc_easy"":""Die Toilette ist okay. \r\nMan kann an der linken Seite und von vorn anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""107"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""110"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Das Waschbecken, links von der T\u00fcr, ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Spiegel ab Unterkante 90 cm.<br \/>Rechts neben dem Waschbecken h\u00e4ngt eine Notrufschnur bis 65 cm \u00fcber dem Boden.<\/p>"",""wc_seat"":""48"",""wc_accessleft"":""97"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lfr"",""wc_addinfo"":""<p>Die Sp\u00fclung kann hinter dem WC-Becken in 105 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt links eine zweite Notrufschnur bis 45 cm \u00fcber dem Boden.<\/p>""}";"{""image_small"":""images\/wc-gm\/kentuc4WC1f2.jpg"",""image"":""images\/wc-header\/kentuc4WC1f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""11""}";1;;21/08/2021 18:54
WC McDonald's Brunnthal;wc-mcdonald-s-brunnthal;toilet;212;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;<p>Die TÃ¼r am Haupteingang Ã¶ffnet nach auÃŸen auf 95 cm direkt in den Gastraum. Sie ist rechts angeschlagen. An der TÃ¼r ist eine Schwelle von 1 cm.</p>;1;480.422.648;1.166.136.702.613.370;41.716.176.861.108;86.096.746.271.759;47.377.190.618.555;14;Zusestr.;3;;85649;Brunnthal;;DE;089 60 80 78 70;;;"{""wc_shortname"":""mcdona7WC1"",""wc_plan"":""mcdona7WC1"",""wc_fotos"":""mcdona7WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das behindertengerechte, bzw. rollstuhlgerechte WC ist im Erdgeschoss.<\/p>"",""wc_easy"":""Der Toiletten-Raum ist klein.\r\nMan kann an der rechten Seite und von vorn anfahren. \r\nF\u00fcr einen gro\u00dfen ( Elektro- ) Rollstuhl ist es eng."",""wc_euro"":""ka"",""wc_doorknob"":""106"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""140"",""wc_roominfos"":""<p>Das Waschbecken, links von der T\u00fcr, ist auf 75 cm unterfahrbar, die Waschbeckenoberkante ist in 80 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel ab Unterkante 105 cm. Bei unserem Besuch (Nov 2019) war die Schnur zur Bedienkurbel gerissen.<\/p>"",""wc_seat"":""46"",""wc_accessleft"":"""",""wc_accessright"":""85"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""rfl"",""wc_addinfo"":""<p>Die Sp\u00fclung kann hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st werden. Wenn der linke B\u00fcgel auch beweglich w\u00e4re, w\u00e4re die Toilette etwas besser benutzbar. <br \/>Aus der Sitzposition gesehen h\u00e4ngt rechts eine Notrufschnur 120 cm \u00fcber dem Boden.<\/p>""}";"{""image_small"":""images\/wc-gm\/mcdona7WC1f1.jpg"",""image"":""images\/wc-header\/mcdona7WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken und Waschbecken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""20""}";1;;21/08/2021 18:52
WC Stay2Munich, Brunnthal;wc-stay2munich;toilet;212;HalbÃ¶ffentliche Toilette im Hotel.;<p>Der Eingang zum Hotel ist barrierefrei.</p>;1;480.420.443;116.618.866;41.716.277.349.262;86.100.897.756.977;47.377.026.691.994;14;Zusestr.;1;;85649;Brunnthal;;DE;089 6 89 06 60 66;;;"{""wc_shortname"":""div-stay2m1WC1"",""wc_plan"":""div-stay2m1WC1"",""wc_fotos"":""div-stay2m1WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das behindertengerechte, bzw. rollstuhlgerechte WC ist im Zwischengeschoss. Der Aufzug ist DIN-gerecht (T\u00fcrbreite 90 cm, Kabinenma\u00df 110x200 cm).<\/p>"",""wc_easy"":""Die Toilette ist sehr gut. \r\nSie ist im Zwischen-Geschoss. \r\nDer WC-Sitz ist etwas hoch."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""100"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Innen links neben der T\u00fcr ist ein Lichtschalter in 105 cm H\u00f6he. Das Waschbecken, links von der T\u00fcr, ist auf 75 cm unterfahrbar. Die Waschbeckenoberkante ist in 85 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Spiegel ab Unterkante 120 cm. Links neben dem Waschbecken ist ein senkrechter Haltegriff montiert.<\/p>"",""wc_seat"":""50"",""wc_accessleft"":""70"",""wc_accessright"":""95"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Die Sp\u00fclung kann hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt rechts eine Notrufschnur bis 85 cm \u00fcber dem Boden.<\/p>""}";"{""image_small"":""images\/wc-af\/div-stay2m1WC1f1.jpg"",""image"":""images\/wc-header\/div-stay2m1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbeckenanschnitt und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""11""}";1;;21/08/2021 18:51
WC Hagebaumarkt Brunnthal;wc-hagebaumarkt-brunnthal;toilet;212;HalbÃ¶ffentlich zugÃ¤ngliche Toilette im Kaufhaus.;Am Haupteingang Ã¶ffnet eine automatische SchiebetÃ¼r per Bewegungssensor auf 250 cm. Nach einem Riesenwindfang bzw. Foyer geht es durch eine zweite baugleiche TÃ¼r in den Markt.;1;480.411.287;11.659.964.856.003.800;41.717.307.582.199;86.088.435.854.919;47.376.345.998.956;14;Zusestr.;2;;85649;Brunnthal;;DE;089 66 56 15 90;;;"{""wc_shortname"":""ka-brunnt1WC4"",""wc_plan"":""ka-brunnt1WC4"",""wc_fotos"":""ka-brunnt1WC4f3, ka-brunnt1WC4f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die behindertengerechte, bzw. rollstuhlgerechte Toilette ist im Erdgeschoss zusammen mit den anderen WCs."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken, rechts von der T\u00fcr, ist auf 65 cm unterfahrbar. Die Waschbeckenoberkante ist in 81 cm H\u00f6he. Links neben dem Waschbeckei ist ein fester B\u00fcgel montiert."",""wc_seat"":""46"",""wc_accessleft"":""95"",""wc_accessright"":""95"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung kann hinter dem WC-Becken in 100 cm H\u00f6he und im linken B\u00fcgel ausgel\u00f6st werden.""}";"{""image_small"":""images\/wc-gm\/ka-brunnt1WC4f2.jpg"",""image"":""images\/wc-header\/ka-brunnt1WC4f1q.jpg"",""alt"":"""",""caption"":""Ansicht Sanit\u00e4rraum mit WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""11""}";1;;25/11/2020 15:22
WC Feierwerk Kranhalle;wc-feierwerk-kranhalle;toilet;208;HalbÃ¶ffentliche Toilette an einem Veranstaltungsort.;<p>Am Eingang ist eine Schwelle von 2 cm. Eine DoppelflÃ¼geltÃ¼r Ã¶ffnet nach auÃŸen auf 2x80 cm. Danach kommt man durch einen Windfang (150x150 cm).</p>;0;481.289.052;115.342.536;41.664.932.347.773;85.027.693.834.997;47.441.547.458.599;14;Hansastr.;39;;81373;MÃ¼nchen;;DE;089 72 48 80;;;"{""wc_shortname"":""ve-feierw1WC1"",""wc_plan"":""ve-feierw1WC1"",""wc_fotos"":""ve-feierw1WC1f2, ve-feierw1WC1f3"",""wc_location"":""<p>Danach geht es eine Rampe hinunter zu den Veranstaltungsr\u00e4umen.<\/p>"",""wc_ramp_length"":""7"",""wc_ramp_incline"":""5,5"",""wc_infos"":""<p>Die behindertengerechte, bzw. rollstuhlgerechte Toilette ist im Erdgeschoss. Von der gro\u00dfen Halle her geht man \u00fcber eine Schwelle von 2 cm, durch eine T\u00fcr, die auf 107 nach au\u00dfen cm \u00f6ffnet und rechts angeschlagen ist. Der T\u00fcrgriff ist in 105 cm H\u00f6he. Gleich danach ist das eigentliche WC - die linke T\u00fcr ist die richtige. Sie ist mit einem Transponderschloss versehen und muss vom Personal ge\u00f6ffnet werden.<\/p>"",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""0"",""wc_doorknob"":""110"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Direkt an der T\u00fcr zum WC ist eine 20 cm lange Rampe mit 15% Steigung. Ein B\u00fcgel innen am T\u00fcrblatt erleichtert\u00a0 das Schlie\u00dfen der T\u00fcr. Das Waschbecken, links von der T\u00fcr, ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 82 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel mit einem Griff in 120 cm H\u00f6he, an der der Kippwinkel ver\u00e4ndert werden kann.<br \/>Links neben dem Waschbecken ist eine Ablage in 100 cm H\u00f6he (Gr\u00f6\u00dfe 60x12 cm).<\/p>"",""wc_seat"":""49"",""wc_accessleft"":""97"",""wc_accessright"":""92"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Das WC-Becken ist gegen\u00fcber der T\u00fcr. Die WC Sp\u00fclung ist hinter dem WC-Becken in 110 cm H\u00f6he. Im rechten B\u00fcgel ist ein weiterer Sp\u00fclknopf, der aber bei unserem Besuch (Nov 2018) nicht funktionierte.<\/p>""}";"{""image_small"":""images\/wc-nz\/ve-feierw1WC1f1.jpg"",""image"":""images\/wc-header\/ve-feierw1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""11""}";1;;04/10/2021 09:11
WC ESO Supernova Garching;wc-eso-supernova-garching;toilet;212;HalbÃ¶ffentliche Toilette in einem Museum.;;1;482.594.428;11.670.328.623.269.400;41.538.660.962.415;85.798.116.615.203;47.538.306.420.217;14;Karl-Schwarzschild-Str.;2;;85748;Garching;;DE;089 32 00 69 00;https://supernova.eso.org;;"{""wc_shortname"":""mu-esoxxx1WC1"",""wc_plan"":""mu-esoxxx1WC1"",""wc_fotos"":""mu-esoxxx1WC1f2, mu-esoxxx1WC1f1"",""wc_location"":""Ein geteerter Weg f\u00fchrt mit einer sanften Steigung zum Haupteingang."",""wc_ramp_length"":""30"",""wc_ramp_incline"":""4"",""wc_infos"":""Am Haupteingang ist rechts neben der Dreht\u00fcr eine T\u00fcr mit Taster in 80 cm H\u00f6he. Sie \u00f6ffnet auf 2x120 cm.\u00a0 Die behindertengerechte bzw. rollstuhlgerechte Toilette ist bei den Ausstellungsr\u00e4umen im Untergeschoss. Man nimmt entweder den Aufzug (T\u00fcrbreite 100 cm, Kabinenma\u00df 200x150 cm) oder man f\u00e4hrt eine lange gewundene Rampe nach unten, 50 m ohne Zwischenpodeste bei 9% Gef\u00e4lle."",""wc_easy"":""Die Toilette ist okay."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""140"",""wc_roominfos"":""Das Waschbecken, rechts von der T\u00fcr, ist auf 70 cm unterfahrbar, die Waschbeckenoberkante ist in 81 cm H\u00f6he. Die Spiegelunterkante ist \u00fcber dem Waschbecken in 85 cm H\u00f6he."",""wc_seat"":""49"",""wc_accessleft"":""130"",""wc_accessright"":""105"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die Sp\u00fclung wird hinter dem WC-Becken in 100 cm H\u00f6he ausgel\u00f6st. Aus der Sitzposition gesehen h\u00e4ngt links eine Notrufschnur bis 15 cm \u00fcber dem Boden. Leider war (Nov 2019) die R\u00fcckenlehne nicht nutzbar, da der WC-Deckel nicht entfernt war. Ich habe das angemerkt. Hoffentlich wird der Deckel bald entfernt.""}";"{""image_small"":""images\/wc-gm\/mu-esoxxx1WC1f1.jpg"",""image"":""images\/wc-header\/mu-esoxxx1WC1f1q.jpg"",""alt"":""Sanit\u00e4rraum mit WC-Becken."",""caption"":""Sanit\u00e4rraum mit WC-Becken und Waschbeckenanschnitt."",""width"":""100%"",""height"":""auto""}";"{""0"":""2"",""1"":""4"",""2"":""7"",""3"":""11"",""4"":""12""}";1;;01/06/2021 18:54
WC Edeka Ernst Garching;wc-edeka-ernst-garching;toilet;212;HalbÃ¶ffentlich zugÃ¤ngliche Toilette im Kaufhaus.;Am Haupteingang Ã¶ffnet eine automatische SchiebetÃ¼r per Bewegungssensor auf 200 cm. Nach dem Eingang geht man nach links bis ganz nach hinten.;1;48.249.621;116.338.325;41.552.098.805.635;85.549.939.309.684;47.531.034.742.448;14;Parkring;37;;85748;Garching;;DE;089 32 20 98 44;;;"{""wc_shortname"":""ka-edekax1WC1"",""wc_plan"":""ka-edekax1WC1"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das Rolli-WC ist gleichzeitig auch das Damen-WC."",""wc_easy"":""Die Toilette hat keine Griffe oder B\u00fcgel. <br \/>Man kann an der rechten Seite an den WC-Sitz anfahren."",""wc_doorknob"":""108"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""100"",""wc_room_diameter"":""100"",""wc_roominfos"":""Das Waschbecken ist links von der T\u00fcr und nicht unterfahrbar."",""wc_seat"":""47"",""wc_accessleft"":"""",""wc_accessright"":""140"",""wc_numgrip"":"""",""wc_wheregrip"":""none"",""wc_addinfo"":""Es gibt auch keinen festen B\u00fcgel.<br \/>Die Sp\u00fclung kann hinter dem WC-Becken in 105 cm H\u00f6he ausgel\u00f6st werden.""}";"{""image_small"":""images\/wc-gm\/ka-edekax1WC1f1.jpg"",""image"":""images\/wc-header\/ka-edekax1WC1f1q.jpg"",""alt"":"""",""caption"":""WC-Becken im Sanit\u00e4rraum."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""20""}";1;;03/12/2019 13:33
WC Ibis Hotel Garching;wc-ibis-garching;toilet;212;HalbÃ¶ffentlich 24h zugÃ¤ngliche Toilette im Hotel.;<p>Der Eingang zum Hotel ist barrierefrei.</p>;1;4.824.773.175;11.630.455.380.291.800;41.554.138.050.149;85.528.607.131.366;47.529.635.855.231;14;Daimlerstr.;5;;85748;Garching;;DE;089 32 38 40;;;"{""wc_shortname"":""div-ibisxx2WC1"",""wc_plan"":""div-ibisxx2WC1"",""wc_fotos"":""div-ibisxx2WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das behindertengerechte, bzw. rollstuhlgerechte WC ist im Erdgeschoss.<\/p>"",""wc_easy"":""Die Toilette ist okay. \r\nMan kann an den WC-Sitz von der linken Seite und von vorn anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""106"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""95"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Der Lichtschalter ist in 116 cm H\u00f6he. Das Waschbecken, in einer Nische rechts von der T\u00fcr, ist auf 65 cm unterfahrbar. Die Waschbeckenoberkante ist in 78 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel. Die Bedienkurbel ist in 95 cm H\u00f6he. Links und rechts vom Waschbecken sind bewegliche B\u00fcgel montiert.<\/p>"",""wc_seat"":""44"",""wc_accessleft"":""90"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Die Sp\u00fclung kann hinter dem WC-Becken in 95 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt links eine Notrufschnur bis 55 cm \u00fcber dem Boden.<\/p>""}";"{""image_small"":""images\/wc-af\/div-ibisxx2WC1f1.jpg"",""image"":""images\/wc-header\/div-ibisxx2WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Wc- und Waschbecken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""11""}";1;3/12/2019 12:51;21/08/2021 18:48
WC REWE Garching;wc-rewe-garching;toilet;212;HalbÃ¶ffentlich zugÃ¤ngliche Toilette im Kaufhaus.;<p>Der Eingang zum Kaufhaus ist barrierefrei.</p>;1;482.572.919;11.652.948.282.807.100;41.543.009.477.027;85.675.712.097.992;47.536.714.097.176;14;Freisinger Landstr.;47;;85748;Garching;;DE;089 32 19 76 18;;;"{""wc_shortname"":""ka-rewexx1WC1"",""wc_plan"":""ka-rewexx1WC1"",""wc_fotos"":""ka-rewexx1WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Zuerst muss man den Schl\u00fcssel (es ist kein Euro-Schl\u00fcssel) an der Kasse abholen. Das behindertengerechte, bzw. rollstuhlgerechte WC ist links vor den Kassen.<\/p>"",""wc_easy"":""Die Toilette ist okay. \r\nDer WC-Sitz ist sehr niedrig.\r\nMan kann\u00a0 von der rechten Seite und von vorn anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""107"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Der Lichtschalter ist links von der T\u00fcr in 107 cm H\u00f6he. Das Waschbecken, links von der T\u00fcr, ist auf 72 cm unterfahrbar. Die Waschbeckenoberkante ist in 87 cm H\u00f6he. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel. Die Bedienkurbel ist in 100 cm H\u00f6he.<\/p>"",""wc_seat"":""41"",""wc_accessleft"":""130"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lfr"",""wc_addinfo"":""<p>Die Sp\u00fclung kann hinter dem WC-Becken in 105 cm H\u00f6he ausgel\u00f6st werden. Die Sp\u00fclung im rechten B\u00fcgel hat bei unserem Besuch im Oktober 2019 nicht funktioniert. <br \/>Wenn der B\u00fcgel auf der linken Seite beweglich w\u00e4re, dann k\u00f6nnte man supergut auch von der linken Seite her anfahren.<\/p>""}";"{""image_small"":""images\/wc-gm\/ka-rewexx1WC1f1.jpg"",""image"":""images\/wc-header\/ka-rewexx1WC1f1q.jpg"",""alt"":""Sanit\u00e4rraum mit Wasch- und WC-Becken."",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":""100%"",""height"":""auto""}";"{""0"":""4"",""1"":""7"",""2"":""20""}";1;3/12/2019 13:42;21/08/2021 18:47
